objectid,parentid,title,description,coverage,isPartOf,creator,publisher,source,date,type,format,extent,language,relation,rights,license,display_template,object_location,image_small,image_thumb,image_alt_text
abb91432,,"‹Grundriss der Gegend am Rhein bey und unterhalb Basel›, Kupferstich von Emanuel Büchel, 1737","Zur Medialität des Festungsbaus gehörten nicht nur die Festungen mit ihren beeindruckenden Bollwerken selbst, sondern auch bildliche Darstellungen, die den Machtanspruch unterstrichen. Büchels Karte von 1737 verdeutlicht die raumgreifende Architektur und Konzeption der französischen Bastion.",Frühe Neuzeit,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/3cf145f8ccb2a3a87aff06015b20ab4cf2551835.jpg,objects/3cf145f8ccb2a3a87aff06015b20ab4cf2551835.jpg,
m91432,abb91432,"‹Grundriss der Gegend am Rhein bey und unterhalb Basel›, Kupferstich von Emanuel Büchel, 1737","Zur Medialität des Festungsbaus gehörten nicht nur die Festungen mit ihren beeindruckenden Bollwerken selbst, sondern auch bildliche Darstellungen, die den Machtanspruch unterstrichen. Büchels Karte von 1737 verdeutlicht die raumgreifende Architektur und Konzeption der französischen Bastion.",Frühe Neuzeit,,[Emanuel Büchel](https://www.wikidata.org/wiki/Q117083),[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, Planarchiv Q 1,39](https://dls.staatsarchiv.bs.ch/records/796795)",1737,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,9134 x 7476,de,"[Emanuel Büchel, HLS](https://hls-dhs-dss.ch/de/articles/031409/2011-03-16/);[Emanuel Büchel, Wikipedia](https://de.wikipedia.org/wiki/Emanuel_B%C3%BCchel)","Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, Planarchiv Q 1,39",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/3cf145f8ccb2a3a87aff06015b20ab4cf2551835.jpg,objects/3cf145f8ccb2a3a87aff06015b20ab4cf2551835.jpg,objects/3cf145f8ccb2a3a87aff06015b20ab4cf2551835.jpg,
abb91822,,"Zirkumpolares Horizontalpanorama der Stadt Basel, Federzeichnung von Lukas Sarasin, Samuel Werenfels, Franz Feyerabend, 1787","Ein Kamin des ‹Blauen Hauses› ist in dieser Federzeichnung das Zentrum einer 360-Grad-Umsicht auf Basel, seine Umgebung und die Welt.",Frühe Neuzeit,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,,,
m91822,abb91822,"Zirkumpolares Horizontalpanorama der Stadt Basel, Federzeichnung von Lukas Sarasin, Samuel Werenfels, Franz Feyerabend, 1787","Ein Kamin des ‹Blauen Hauses› ist in dieser Federzeichnung das Zentrum einer 360-Grad-Umsicht auf Basel, seine Umgebung und die Welt.",Frühe Neuzeit,,[Lukas Sarasin](https://www.wikidata.org/wiki/Q55846202),[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),,1787,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,17126 x 17126,de,"[Lukas Sarasin, HLS](https://hls-dhs-dss.ch/de/articles/046154/2012-01-06/)","Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, Planarchiv Privatarchiv 511a 800 J 50,2",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/d01685293610a18d036f13a8c347af41b84f60db.tif,assets/img/no-image.svg,assets/img/no-image.svg,
abb96851,,"‹Lage von der Klübin›, Federzeichnung von Emanuel Büchel, um 1751","Die Klybeckinsel, Wald, Wässermatten und die Wasserräder im ‹Teich› brachte Büchel ad naturam, das heisst orientiert an der Betrachtung des Motivs selbst, aufs Papier. Er hatte von der St. Johanns-Schanze allerdings einen flacheren Blick auf das Klybeck. Die Verzerrung der Perspektive erlaubte es ihm, die Details des städtischen Umlandes, die vielen Betrachter: innen bekannt waren, deutlich erkennbar darzustellen.",Frühe Neuzeit,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/cae0aac7cb17b687814a1e307d32aea0085b2975.jpg,objects/cae0aac7cb17b687814a1e307d32aea0085b2975.jpg,
m96851,abb96851,"‹Lage von der Klübin›, Federzeichnung von Emanuel Büchel, um 1751","Die Klybeckinsel, Wald, Wässermatten und die Wasserräder im ‹Teich› brachte Büchel ad naturam, das heisst orientiert an der Betrachtung des Motivs selbst, aufs Papier. Er hatte von der St. Johanns-Schanze allerdings einen flacheren Blick auf das Klybeck. Die Verzerrung der Perspektive erlaubte es ihm, die Details des städtischen Umlandes, die vielen Betrachter: innen bekannt waren, deutlich erkennbar darzustellen.",Frühe Neuzeit,,[Emanuel Büchel](https://www.wikidata.org/wiki/Q117083?wprov=acrw1_0),[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, BILD Falk. D 15, 3](https://dls.staatsarchiv.bs.ch/records/564953)",1751,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8266 x 7406,de,"[Emanuel Büchel, HLS](https://hls-dhs-dss.ch/de/articles/031409/2011-03-16/);[Emanuel Büchel, Wikipedia](https://de.wikipedia.org/wiki/Emanuel_B%C3%BCchel)","Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, BILD Falk. D 15, 3",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/cae0aac7cb17b687814a1e307d32aea0085b2975.tif,objects/cae0aac7cb17b687814a1e307d32aea0085b2975.jpg,objects/cae0aac7cb17b687814a1e307d32aea0085b2975.jpg,
abb73219,,"Menschen am Steinentor. Foto: Adam Varady, um 1864","Zum Zeitpunkt dieser Aufnahme hatte die Schleifung der Stadtmauer bereits begonnen und die Stadttore verloren ihre Bedeutung als Orte der Einlasskontrolle: Wer darf hinein, wer nicht? Die Menschen auf dem Bild kannten das alte Mauerregime noch gut.",19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/911777bb0fab1b740dafffa61f6c6907dbba2549.jpg,objects/911777bb0fab1b740dafffa61f6c6907dbba2549.jpg,
m73219,abb73219,"Menschen am Steinentor. Foto: Adam Varady, um 1864","Zum Zeitpunkt dieser Aufnahme hatte die Schleifung der Stadtmauer bereits begonnen und die Stadttore verloren ihre Bedeutung als Orte der Einlasskontrolle: Wer darf hinein, wer nicht? Die Menschen auf dem Bild kannten das alte Mauerregime noch gut.",19. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, AL 45, 4-75-5](https://dls.staatsarchiv.bs.ch/records/401315)",1864,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,1870 x 2520,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, AL 45, 4-75-5, Foto Adam Varady",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/911777bb0fab1b740dafffa61f6c6907dbba2549.tif,objects/911777bb0fab1b740dafffa61f6c6907dbba2549.jpg,objects/911777bb0fab1b740dafffa61f6c6907dbba2549.jpg,
abb73334,,"Situationsplan Leitungskataster, Abschnitt Freie Strasse, 1917","Ab 1913 wurden sämtliche unterirdisch verlegten Leitungen in einem Leitungskataster verzeichnet, hier der frühere ‹Bankenplatz›, heute Kreuzung ‹Bankverein›.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,,,
m73334,abb73334,"Situationsplan Leitungskataster, Abschnitt Freie Strasse, 1917","Ab 1913 wurden sämtliche unterirdisch verlegten Leitungen in einem Leitungskataster verzeichnet, hier der frühere ‹Bankenplatz›, heute Kreuzung ‹Bankverein›.",20. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, Bau CCC 5, Leitungskataster, Situationspläne A-Z (Baudepartement), 1917-1929](https://dls.staatsarchiv.bs.ch/records/274949)",1917,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,72768 x 8022,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, Bau CCC 5, Leitungskataster, Situationspläne A-Z (Baudepartement), 1917-1929",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/7380ef42363b8058a575305d4148755750c412ed.tif,assets/img/no-image.svg,assets/img/no-image.svg,
abb73508,,"Fotografie, archiviert unter dem Titel ‹Wohnverhältnisse, Schlafzimmer› im Staatsarchiv Basel-Stadt, um 1900","Das Bild ist Teil einer Fotodokumentation des Gesundheitsamtes, die um 1900 entstand. Es zeugt vom Blick der Verwaltung auf die Wohnungen der ärmeren Bevölkerung.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/10d7cf495eae920f7ea2b7540ad3c64452a85e19.jpg,objects/10d7cf495eae920f7ea2b7540ad3c64452a85e19.jpg,
m73508,abb73508,"Fotografie, archiviert unter dem Titel ‹Wohnverhältnisse, Schlafzimmer› im Staatsarchiv Basel-Stadt, um 1900","Das Bild ist Teil einer Fotodokumentation des Gesundheitsamtes, die um 1900 entstand. Es zeugt vom Blick der Verwaltung auf die Wohnungen der ärmeren Bevölkerung.",20. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, NEG A 4830](https://dls.staatsarchiv.bs.ch/records/966655)",1900,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,7360 x 4912,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, NEG A 4830",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/10d7cf495eae920f7ea2b7540ad3c64452a85e19.tif,objects/10d7cf495eae920f7ea2b7540ad3c64452a85e19.jpg,objects/10d7cf495eae920f7ea2b7540ad3c64452a85e19.jpg,
abb92205,,"Spalenvorstadt 28 –20. Foto : Peter Heman, 1957","Im Rahmen der Altstadtsanierung erfolgte eine ästhetische Vereinheitlichung, Anpassung und Homogenisierung. Durch eine eingreifende und kontinuierliche Stadtbildpflege wurden Quartiere geformt, die eine unbestimmt-zeitlose Tradition aufrufen.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/5c74d5c288f2d8e70ddd7664090aaa71024457a4.jpg,objects/5c74d5c288f2d8e70ddd7664090aaa71024457a4.jpg,
,abb92205,,,,,,,,,,,,,,,,record,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb92303,,"Spalenvorstadt  28 –20. Foto : Atelier Eidenbenz, 1984","Im Rahmen der Altstadtsanierung erfolgte eine ästhetische Vereinheitlichung, Anpassung und Homogenisierung. Durch eine eingreifende und kontinuierliche Stadtbildpflege wurden Quartiere geformt, die eine unbestimmt-zeitlose Tradition aufrufen.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/9f7e41fb34a0344066db56c31d4236695a69fdf8.jpg,objects/9f7e41fb34a0344066db56c31d4236695a69fdf8.jpg,
m92303,abb92303,"Spalenvorstadt 28 –20. Foto : Atelier Eidenbenz, 1984","Im Rahmen der Altstadtsanierung erfolgte eine ästhetische Vereinheitlichung, Anpassung und Homogenisierung. Durch eine eingreifende und kontinuierliche Stadtbildpflege wurden Quartiere geformt, die eine unbestimmt-zeitlose Tradition aufrufen.",20. Jahrhundert,,,[Kantonale Denkmalpflege Basel-Stadt](https://www.bs.ch/bvd/staedtebau-architektur/denkmalpflege),,1984,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5544 x 3824,de,,"In Copyright, Atelier Eidenbenz 1959",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb92410,,"Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF), um 1992","Die Gruppe FFF forderte – bildlich überzeichnet –, dass Frauen sich im öffentlichen Raum genauso «frei», «aufrecht» und «lustvoll» bewegen können sollten wie Männer.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/2af86af3c4886805220b8993a7a7aa2625880763.jpg,objects/2af86af3c4886805220b8993a7a7aa2625880763.jpg,
m92410,abb92410,"Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF), um 1992","Die Gruppe FFF forderte – bildlich überzeichnet –, dass Frauen sich im öffentlichen Raum genauso «frei», «aufrecht» und «lustvoll» bewegen können sollten wie Männer.",20. Jahrhundert,,,Archiv Irene Hupfer,"FFF: Faltblatt Nr. 1, 05.1992",01.05.1992,[Image](http://purl.org/dc/dcmitype/Image),,,de,,"In Copyright, Foto Brigitte Krämer",,record,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb92486,,"Unterführungen als Angsträume. Illustration aus einer Publikation des Baudepartements Basel-Stadt, ‹Mehr Sicherheit im öffentlichen Raum. Was wir tun können, damit sich die Stadtbewohnerinnen und Stadtbewohner sicherer fühlen›, 1998","Das Thema Unterführungen stand seit Beginn im Fokus der feministischen Planung. FFF gründete sogar eine ‹AG Unterführungen›, da diese «ganz oben auf der Liste der Angsträume für Frauen» stünden. Im Leitfaden des Baudepartements wurde diese Definition auch bildlich auf weitere Personengruppen erweitert.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/39fe50857df3e564456dcf60e0029d0454bb0840.jpg,objects/39fe50857df3e564456dcf60e0029d0454bb0840.jpg,
m92486,abb92486,"Unterführungen als Angsträume. Illustration aus einer Publikation des Baudepartements Basel-Stadt, ‹Mehr $ Sicherheit im öffentlichen Raum. Was wir tun können, damit sich die Stadtbewohnerinnen und Stadtbewohner sicherer fühlen›, 1998","Das Thema Unterführungen stand seit Beginn im Fokus der feministischen Planung. FFF gründete sogar eine ‹AG Unterführungen›, da diese «ganz oben auf der Liste der Angsträume für Frauen» stünden. Im Leitfaden des Baudepartements wurde diese Definition auch bildlich auf weitere Personengruppen erweitert.",20. Jahrhundert,,,[Baudepartement Basel-Stadt 1998](https://www.bs.ch/bvd),"Baudepartement Basel-Stadt (Hg.): Mehr Sicherheit im öffentlichen Raum. Was wir tun können, damit sich die Stadtbewohnerinnen und Stadtbewohner sicherer fühlen, Basel 1998, S. 16.",1998,[Moving Image](http://purl.org/dc/dcmitype/MovingImage),image/tiff,2975 x 3060,de,,"In Copyright, Foto Anita Glatt; Bettina Osswald",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb92806,,"«Einzugsgebiet der Hard», 1941","Der östlich von Basel am Rhein gelegene Hardwald fällt auf der Karte ‹Einzugs­gebiet der Hard› von 1941 sofort ins Auge. Eine Schraffur mit weiten Linienabstän­den hebt den Wald auf der statistischen Karte hervor. Eine breite Umrandung gibt der Waldfläche eine dreidimensionale Erscheinung. Diese visuellen Verfahren rücken den Hardwald in ein besonderes Verhältnis zur Stadt. Jene Gebiete, von denen aus Basler:innen in einer halben Stunde zur Hard gelangen können, werden durch  zwei  verschiedene  Schraffuren  markiert:  Das  geometrische  Rastermuster  steht für die Erreichbarkeit zu Fuss, die Kreuzschraffur für die Einzugsgebiete der Strassenbahnen.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/cc00ed51bfcb998c5b36f31fbe20152d106a84ce.jpg,objects/cc00ed51bfcb998c5b36f31fbe20152d106a84ce.jpg,
m92806,abb92806,"«Einzugsgebiet der Hard», 1941","Der östlich von Basel am Rhein gelegene Hardwald fällt auf der Karte ‹Einzugs­gebiet der Hard› von 1941 sofort ins Auge. Eine Schraffur mit weiten Linienabstän­den hebt den Wald auf der statistischen Karte hervor. Eine breite Umrandung gibt der Waldfläche eine dreidimensionale Erscheinung. Diese visuellen Verfahren rücken den Hardwald in ein besonderes Verhältnis zur Stadt. Jene Gebiete, von denen aus Basler:innen in einer halben Stunde zur Hard gelangen können, werden durch zwei verschiedene Schraffuren markiert: Das geometrische Rastermuster steht für die Erreichbarkeit zu Fuss, die Kreuzschraffur für die Einzugsgebiete der Strassenbahnen.",20. Jahrhundert,,,[Staatsarchiv Baselland](https://www.baselland.ch/politik-und-behorden/besondere-behoerden/landeskanzlei/staatsarchiv),"Staatsarchiv Baselland, NA 2067 C 5",1941,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8737 x 7188,de,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb93036,,"‹Vorstellung der Lage des Wartenbergs ›, Radierung von Jacques-Antony Chovin nach Emanuel Büchel, 1748",Der Kupferstich von Chovin aus der Monografie von Daniel Bruckner zeigt den Blick über die Oberrheinregion vom Wartenberg aus. Erkennbar sind die historischen Ausläufer des Hardwaldes mit Weideflächen an den Rändern des Waldes.,Frühe Neuzeit,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/dfc4905da4519e6e70b04d0295ad6d584f2d211b.jpg,objects/dfc4905da4519e6e70b04d0295ad6d584f2d211b.jpg,
m93036,abb93036,"‹Vorstellung der Lage des Wartenbergs ›, Radierung von Jacques-Antony Chovin nach Emanuel Büchel, 1748",Der Kupferstich von Chovin aus der Monografie von Daniel Bruckner zeigt den Blick über die Oberrheinregion vom Wartenberg aus. Erkennbar sind die historischen Ausläufer des Hardwaldes mit Weideflächen an den Rändern des Waldes.,Frühe Neuzeit,,[Jacques-Antony Chovin](https://www.wikidata.org/wiki/Q52154221),[Zentralbibliothek Zürich](https://www.zb.uzh.ch/de),"[Zentralbibliothek Zürich, STF XVI, 73](https://www.e-rara.ch/zuz/doi/10.3931/e-rara-45021?lang=de)",1748,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,3024 x 2978,de,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/dfc4905da4519e6e70b04d0295ad6d584f2d211b.jpg,objects/dfc4905da4519e6e70b04d0295ad6d584f2d211b.jpg,objects/dfc4905da4519e6e70b04d0295ad6d584f2d211b.jpg,
abb93170,,"‹Bauer mit Vieh in der Basler Hard›, Gemälde von Peter Birmann, 1813","Das Bild liefert keine authentische Abbildung der historischen Waldweide im Hardwald, sondern eine ästhetische Überhöhung zu einer  Waldidylle.",19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/4d685e45a15caa14ab5e0c515fa3a1b42e683307.jpg,objects/4d685e45a15caa14ab5e0c515fa3a1b42e683307.jpg,
m93170,abb93170,"‹Bauer mit Vieh in der Basler Hard›, Gemälde von Peter Birmann, 1813","Das Bild liefert keine authentische Abbildung der historischen Waldweide im Hardwald, sondern eine ästhetische Überhöhung zu einer Waldidylle.",19. Jahrhundert,,[Peter Birmann](https://www.wikidata.org/wiki/Q353437),[Kunstmuseum Basel](https://kunstmuseumbasel.ch/),"[Kunstmuseum Basel, Inv. G 1965.15](https://sammlungonline.kunstmuseumbasel.ch/eMP/eMuseumPlus?service=direct/1/ResultDetailView/result.inline.list.t1.collection_list.$TspTitleLink.link&sp=13&sp=Sartist&sp=SfilterDefinition&sp=0&sp=1&sp=1&sp=SdetailView&sp=153&sp=Sdetail&sp=0&sp=T&sp=0&sp=SdetailList&sp=0&sp=F&sp=Scollection&sp=l3147)",1813,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,5732 x 4333,de,"[Peter Birmann, Wikipedia](https://de.wikipedia.org/wiki/Peter_Birmann);[Peter Birmann, HLS](https://hls-dhs-dss.ch/de/articles/022153/2004-08-03/)","Bilddaten gemeinfrei, Kunstmuseum Basel",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/4d685e45a15caa14ab5e0c515fa3a1b42e683307.jpg,objects/4d685e45a15caa14ab5e0c515fa3a1b42e683307.jpg,objects/4d685e45a15caa14ab5e0c515fa3a1b42e683307.jpg,
abb93240,,"‹Biersee bey Basel›, Radierung von Matthäus Merian d. Ä.,  1622–1624",Am Ufer des Flusses Birs (hier in alter Schreibweise ‹Biersee›) rasten vier Holzfäller; vor ihnen fällt eine weitere Person gerade einen Baum. Im Hintergrund sind umliegende Wälder erkennbar.,Frühe Neuzeit,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/aa76825416e30a20f4e20f83f124438355ee572d.jpg,objects/aa76825416e30a20f4e20f83f124438355ee572d.jpg,
m93240,abb93240,"‹Biersee bey Basel›, Radierung von Matthäus Merian d. Ä., 1622–1624",Am Ufer des Flusses Birs (hier in alter Schreibweise ‹Biersee›) rasten vier Holzfäller; vor ihnen fällt eine weitere Person gerade einen Baum. Im Hintergrund sind umliegende Wälder erkennbar.,Frühe Neuzeit,,[Matthäus Merian d. Ä.](https://www.wikidata.org/wiki/Q57968),[Herzog Anton Ulrich-Museum](https://3landesmuseen-braunschweig.de/herzog-anton-ulrich-museum),[Merian-Kopie AB 3.217](https://www.e-rara.ch/zuz/content/zoom/12738510),1620/1650,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,2549 x 3461,de,"[Matthäus Merian d. Ä., Wikipedia](https://de.wikipedia.org/wiki/Matth%C3%A4us_Merian);[Matthäus Merian d. Ä., HLS](https://hls-dhs-dss.ch/de/articles/019075/2008-10-30/)",Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/aa76825416e30a20f4e20f83f124438355ee572d.jpg,objects/aa76825416e30a20f4e20f83f124438355ee572d.jpg,objects/aa76825416e30a20f4e20f83f124438355ee572d.jpg,
abb93262,,"Strafregistereintrag im Forstfrevelregister zum Hardwald, 1856","Im Jahr 1856 wurden verhältnismässig viele Frauen mit ‹Waldstrafen› belegt: Elisabeth Senn etwa hatte laut Tabelle «mit einem Gertel (Messer zum Holzschlagen) ein dür Büchlein abgehauen», Frau Weber «fünf dürre Stümpf abgehauen».",19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/a74e863197eb4ab806994ceb1b435526ee951548.jpg,objects/a74e863197eb4ab806994ceb1b435526ee951548.jpg,
m93240,abb93262,"‹Biersee bey Basel›, Radierung von Matthäus Merian d. Ä., 1622–1624",Am Ufer des Flusses Birs (hier in alter Schreibweise ‹Biersee›) rasten vier Holzfäller; vor ihnen fällt eine weitere Person gerade einen Baum. Im Hintergrund sind umliegende Wälder erkennbar.,19. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, Land und Wald K3, Hard, Forstfrevelregister, 1855–1870](https://dls.staatsarchiv.bs.ch/records/294856)",1856,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,9300 x 12518,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, Land und Wald K3, Hard, Forstfrevelregister, 1855–1870",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/a74e863197eb4ab806994ceb1b435526ee951548.tif,objects/a74e863197eb4ab806994ceb1b435526ee951548.jpg,objects/a74e863197eb4ab806994ceb1b435526ee951548.jpg,
abb93285,,"Rodungs- und Planierarbeiten im Hardwald beim Bau des Auhafens und der Schienenanbindung. Foto: A. Sackmann, um 1937/38","Auch im 20. Jahrhundert wehrten sich die Nachbargemeinden immer wie­der gegen Rodungen im Hardwald für Gewerbeflächen und Infrastrukturprojekte. Teilweise  wurde  auf  die  lange 
Geschichte  des  Hardwaldstreits  zurückverwiesen und  hervorgehoben,  dass  der  Hardwald  eigentlich  im  Muttenzer  und  Prattler  Gemeindebann lag und dass bis zum ersten Drittel des 19. Jahrhunderts noch Ge­wohnheitsrechte galten wie die Waldweide und das Holzsammeln. Hier offenbart sich ein Unwille gegen die Abholzung eines ehemaligen Misch­ und Weidewaldes zugunsten von Industrie und Verkehrsinfrastrukturen.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/f36d80f6533ed21c33ab6c472047d78f278a55ac.jpg,objects/f36d80f6533ed21c33ab6c472047d78f278a55ac.jpg,
m93285,abb93285,"Rodungs- und Planierarbeiten im Hardwald beim Bau des Auhafens und der Schienenanbindung. Foto: A. Sackmann, um 1937/38","Auch im 20. Jahrhundert wehrten sich die Nachbargemeinden immer wie­der gegen Rodungen im Hardwald für Gewerbeflächen und Infrastrukturprojekte. Teilweise wurde auf die lange
Geschichte des Hardwaldstreits zurückverwiesen und hervorgehoben, dass der Hardwald eigentlich im Muttenzer und Prattler Gemeindebann lag und dass bis zum ersten Drittel des 19. Jahrhunderts noch Ge­wohnheitsrechte galten wie die Waldweide und das Holzsammeln. Hier offenbart sich ein Unwille gegen die Abholzung eines ehemaligen Misch­ und Weidewaldes zugunsten von Industrie und Verkehrsinfrastrukturen.",20. Jahrhundert,,,[Birsfelder Museum](https://www.birsfeldermuseum.ch/),[](https://www.heimatkunde-muttenz.ch/siedlung/verkehr/auhafen/bilder-hafenbau-ab-1937),1937,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,7016 x 4961,de,,"In Copyright, Foto A. Sackmann",http://rightsstatements.org/vocab/InC/1.0/,image,https://omeka.unibe.ch/files/original/f36d80f6533ed21c33ab6c472047d78f278a55ac.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
